业务域编号,业务域,流程组编号,流程组名称,流程编号,流程名称,子流程编号,子流程名称,信息流图名称,业务表名称,是否输出业务项,线上线下输出物名称,对比业务表名称,SAP模块代码,SAP口令代码,目前表号,新表号,权威数据源系统1,权威数据源系统2,是否已挂附件,系统名称,操作,数据分布表编号,数据分布表名称,表责任部门,问题或建议,核查结果,来源文件,来源部门
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,项目资源获取评估表,否,项目资源获取评估表,一致,,,FM1201-01,,线下EXCEL,,,,U,FM1201-01,项目资源获取评估表,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,PDRP阶段交付物,否,PDRP阶段交付物,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,PDRP阶段交付物,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,PDRP出口评审记录表,否,PDRP出口评审记录表,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,PDRP出口评审记录表,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,成本基线,否,成本基线,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,成本基线,项目管理部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,项目预算表,否,项目预算表,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,项目预算表,项目管理部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,WBS成本数据,否,WBS成本数据,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,WBS成本数据,财务管理部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,质量审核报告,否,质量审核报告,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,质量审核报告,质量安全部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,产品检验策划方案,否,产品检验策划方案,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,产品检验策划方案,质量安全部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,产品拒收处置报告,否,产品拒收处置报告,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,产品拒收处置报告,质量安全部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,1.更新的需求清单,否,1.更新的需求清单,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,1.更新的需求清单,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,2.需求确认计划,否,2.需求确认计划,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,2.需求确认计划,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,3.需求验证计划,否,3.需求验证计划,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,3.需求验证计划,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,4.初始需求确认矩阵,否,4.初始需求确认矩阵,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,4.初始需求确认矩阵,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,5.初始需求验证矩阵,否,5.初始需求验证矩阵,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,5.初始需求验证矩阵,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,"1.最终需求确认矩阵
2.需求确认总结报告",否,"1.最终需求确认矩阵
2.需求确认总结报告",一致,,,,报告类无表单,纸质,,,,U,报告类无表单,"1.最终需求确认矩阵
2.需求确认总结报告",工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,1.最终需求验证矩阵,否,1.最终需求验证矩阵,一致,,,FM1201-18,,线下EXCEL,,,,U,FM1201-18,1.最终需求验证矩阵,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,2.需求验证总结报告,否,2.需求验证总结报告,一致,,,FM1201-18,,纸质,,,,U,否,2.需求验证总结报告,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,界面控制图,否,界面控制图,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,界面控制图,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,RFC答复、DCP、发放的构型文件,否,RFC答复、DCP、发放的构型文件,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,RFC答复、DCP、发放的构型文件,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,相关适航符合性验证报告,否,相关适航符合性验证报告,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,相关适航符合性验证报告,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,标准件规范,否,标准件规范,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,标准件规范,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,材料规范,否,材料规范,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,材料规范,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,工艺规范,否,工艺规范,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,工艺规范,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,型材图册,否,型材图册,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,型材图册,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,技术文件编号、编制、审签发放规则、标准化审查后的文件,否,技术文件编号、编制、审签发放规则、标准化审查后的文件,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,技术文件编号、编制、审签发放规则、标准化审查后的文件,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,结构详细设计数据集（MG5）,否,结构详细设计数据集（MG5）,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,结构详细设计数据集（MG5）,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,解答的产品拒收处置报告,否,解答的产品拒收处置报告,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,解答的产品拒收处置报告,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,系统安装详细设计数据集（MG5）,否,系统安装详细设计数据集（MG5）,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,系统安装详细设计数据集（MG5）,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,重量报告、称重报告、重量符合性说明,否,重量报告、称重报告、重量符合性说明,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,重量报告、称重报告、重量符合性说明,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,可采购性审查意见,否,可采购性审查意见,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,可采购性审查意见,供应链管理部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,按照技术协议开展设计任务,否,按照技术协议开展设计任务,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,按照技术协议开展设计任务,供应商,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,试验项列表,否,试验项列表,一致,,,FM1201-36,,线下EXCEL,,,,U,FM1201-36,试验项列表,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,试验件数据集,否,试验件数据集,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,试验件数据集,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,试验工装数据集,否,试验工装数据集,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,试验工装数据集,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,试验任务书,否,试验任务书,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,试验任务书,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,试验报告,否,试验报告,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,试验报告,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,审核通过的试验大纲,否,审核通过的试验大纲,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,审核通过的试验大纲,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,"MSG-3维修工程分析
技术出版物报告",否,"MSG-3维修工程分析
技术出版物报告",一致,,,,报告类无表单,纸质,,,,U,报告类无表单,"MSG-3维修工程分析
技术出版物报告",工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,四性分析报告,否,四性分析报告,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,四性分析报告,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,工艺审查意见,否,工艺审查意见,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,工艺审查意见,科技创新部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,产能评估报告,否,产能评估报告,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,产能评估报告,科技创新部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,工艺鉴定报告,否,工艺鉴定报告,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,工艺鉴定报告,科技创新部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,工艺总方案/制造总方案,否,工艺总方案/制造总方案,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,工艺总方案/制造总方案,科技创新部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.8,产品定义发放和试制阶段设计,,,12.1.8产品定义发放和试制阶段设计,PFMEA记录表,否,PFMEA记录表,一致,,,,报告类无表单,纸质,,,,U,报告类无表单,PFMEA记录表,科技创新部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
,集成研发,,,12.1.9,试验设计,,,12.1.9试验设计信息流图,试验项申请表,是,试验项申请表,一致,,,FM1201-38,,线下EXCEL,,,,C,FM1201-38,试验项申请表,工程研发事业部,,,集成研发/一图三表汇总清单 - 集成研发业务域20251030.xlsx,,
